,id,name,subject_id
0,ME240, Manufacturing Processes,ME
0,ME325, Mechanical Engineering LabI,ME
0,ME350, Heat Transfer,ME
0,ME410, Kinematics & Design of Machine,ME
0,ME420, Control Systems,ME
0,ME425, Mechanical Engineering LabII,ME
0,ME440, Design & Analysis Energy Sys,ME
0,ME452, Capstone Design I,ME
0,ME453, Capstone Design II,ME
0,ME455, Metallurgy,ME
0,ME473, Computational Fluid Dynamics,ME
0,MGT218, Business Quantitative Methods,MGT
0,MGT318, Management Analytics,MGT
0,MGT320, Principles of Management,MGT
0,MGT325, Project Management,MGT
0,MGT348, Aviation Management Safety,MGT
0,MGT354, Health Care Delivery Systems,MGT
0,MGT355, Health Care Prods & Services,MGT
0,MGT370, Energy Management Principles,MGT
0,MGT419, Business & Society,MGT
0,MGT420, Operations Management,MGT
0,MGT422, Organizational Behavior,MGT
0,MGT424, Human Resource Management,MGT
0,MGT428, Negotiations,MGT
0,MGT430, Diversity Issues in Business,MGT
0,MGT445, International Management,MGT
0,MGT446, Green Management,MGT
0,MGT458, Energy Management Strategy,MGT
0,MGT459, Aviation Management Capstone,MGT
0,MGT460, Strategic Management,MGT
0,MGT461, New Venture Dynamics,MGT
0,MGT480, SpTp: HR in Pop Culture,MGT
0,MGT485, Independent Study,MGT
0,MGT490, Internship,MGT
0,MI207, Imaging Procedures II,MI
0,MI208, Pharmacology for Imaging Sci,MI
0,MI209, Intro to Imaging Equip,MI
0,MI210, Clinical Practice II,MI
0,MI212, Seminar Imaging Sciences II,MI
0,MI304, Radiographic Pathology,MI
0,MI308, Rad Image Analysis,MI
0,MI309, Image Acquisition II,MI
0,MI310, Clinical Practice V,MI
0,MI311, Seminar Imaging Sciences III,MI
0,MI315, Small Parts Sonography,MI
0,MI316, Abdominal Sonography II,MI
0,MI317, Ultrasound Physics II,MI
0,MI319, Clinical Prac II Sonograpy,MI
0,MI322, Radiation Safety,MI
0,MI405, CT Procedures,MI
0,MI407, Cardiovascular Anatomy,MI
0,MI410, Research Medical Imaging,MI
0,MI411, Transcultural Healthcare,MI
0,MI416, Obstetrical Sonography I,MI
0,MI421, Gynecological Sonography II,MI
0,MI422, Clinical Pract IV Sonography,MI
0,MI424, Vascular Sonography II,MI
0,MI425, Echocardiography II,MI
0,MI426, Advanced Clinical Practice II,MI
0,MI430, Mammography II,MI
0,MI432, Advanced MRI Theory,MI
0,MI435, Seminar ARRT Exam Review II,MI
0,MI436, Sonography Registry Review II,MI
0,MIS200, Bus Computer Applications,MIS
0,MIS290, Prin Management Info Systems,MIS
0,MIS310, Bus Sys Analysis & Design,MIS
0,MIS333, Bus Telecomm Sys,MIS
0,MIS420, Info Security Management,MIS
0,MIS475, Strat Management Info Systems,MIS
0,MIS480, SpTp: Research in Bus Tech,MIS
0,MIS485, Independent Study,MIS
0,MIS490, Internship,MIS
0,MKT231, Principles of Selling,MKT
0,MKT340, MKT Concepts and Applications,MKT
0,MKT341, Integrated MKT Communications,MKT
0,MKT344, Retail Management,MKT
0,MKT350, Supply Chain Logistics,MKT
0,MKT371, International Marketing,MKT
0,MKT375, Business to Business Marketing,MKT
0,MKT400, Social Media Marketing,MKT
0,MKT435, Internet Marketing,MKT
0,MKT437, Consumer Behavior,MKT
0,MKT442, Market Research,MKT
0,MKT445, Services Marketing,MKT
0,MKT465, Strategic Marketing,MKT
0,MKT480, SpTp: Bus Comm in Age of AI,MKT
0,MKT485, Independent Study,MKT
0,MKT490, Internship,MKT
0,MS102, Basic Leadership,MS
0,MS102L, Mil Sci Basic Lead Lab I,MS
0,MS202, Leadership and Teamwork,MS
0,MS202L, Mil Sci Basic Lead Lab II,MS
0,MS221, Army Phys Readiness Prog,MS
0,MS281, SpTp:Adv Platoon Tactical PlanPR: MS301,MS
0,MS284, Military History,MS
0,MS302, Leadership and Ethics,MS
0,MS302L, Adv Course Lead Lab III,MS
0,MS402, Officership,MS
0,MS402L, Adv Course Lead Lab IV,MS
0,MTH102, Prep for College Math B,MTH
0,MTH121, Concepts and Applications (CT),MTH
0,MTH121B, Cncpts & AppsExpanded (CT),MTH
0,MTH122, Plane Trigonometry,MTH
0,MTH127, College AlgebraExpanded,MTH
0,MTH130, College Algebra,MTH
0,MTH132, Precalculus with Sci Applica,MTH
0,MTH140, Applied Calculus,MTH
0,MTH160, Applied Math Reasoning (CT),MTH
0,MTH220, Discrete Structures,MTH
0,MTH229, Calculus/Analytic Geom I (CT),MTH
0,MTH230, Calculus/Analytic Geom II,MTH
0,MTH231, Calculus/Analytic Geom III,MTH
0,MTH300, Intro to Higher Math,MTH
0,MTH311, Math for Secondary Educators 2,MTH
0,MTH329, Elementary Linear Algebra,MTH
0,MTH331, Linear Algebra,MTH
0,MTH335, Ordinary Diff Equations,MTH
0,MTH416, Advanced Differential Equation,MTH
0,MTH428, Advanced Calculus II,MTH
0,MTH430, Topology I,MTH
0,MTH440, Graph Th and Combinatorics,MTH
0,MTH452, Modern Algebra II,MTH
0,MTH480, SpTp: Practical Mathematics,MTH
0,MTH485, Independent Study,MTH
0,MTH490, Internship in Mathematics,MTH
0,MTH491, Senior Seminar,MTH
0,MUS100, Applied Music Laboratory,MUS
0,MUS101, Basic Musicianship,MUS
0,MUS109, Mus Theatre Musicianship Lab,MUS
0,MUS110, The Professional Musician,MUS
0,MUS112, Elementary Music Theory II,MUS
0,MUS114, Elem Aural Skills II,MUS
0,MUS142, Music in Society,MUS
0,MUS142H, Music in Society Honors,MUS
0,MUS179A, Class Piano,MUS
0,MUS179B, Class Piano,MUS
0,MUS179D, Class Piano,MUS
0,MUS180, Applied Composition,MUS
0,MUS181, Saxophone,MUS
0,MUS182, Flute,MUS
0,MUS183, Oboe,MUS
0,MUS184, Clarinet,MUS
0,MUS185, Bassoon,MUS
0,MUS186, French Horn,MUS
0,MUS187, Trumpet,MUS
0,MUS188, Trombone,MUS
0,MUS189, Euphonium,MUS
0,MUS190, Tuba,MUS
0,MUS191, Violin,MUS
0,MUS192, Viola,MUS
0,MUS193, Cello,MUS
0,MUS194, String Bass,MUS
0,MUS195, Piano,MUS
0,MUS196, Voice,MUS
0,MUS197, Organ,MUS
0,MUS198, Percussion,MUS
0,MUS199, Guitar,MUS
0,MUS210, Intro to Electronic Music (CT),MUS
0,MUS212, Advanced Music Theory II,MUS
0,MUS214, Adv Aural Skills II,MUS
0,MUS217, Jazz Theory,MUS
0,MUS218, Intro to Music Technology,MUS
0,MUS219, Digital Recording Techniques,MUS
0,MUS227, History of Popular Music,MUS
0,MUS232, Jazz Improvisation II,MUS
0,MUS250, History of Jazz,MUS
0,MUS263, Brass Techniques,MUS
0,MUS264, Percussion Techniques,MUS
0,MUS290, Music History to 1750,MUS
0,MUS310, Perf Arts Entrepreneurship,MUS
0,MUS312, Vocal Techniques,MUS
0,MUS320, Instrumental Arranging,MUS
0,MUS332, Jazz Improvisation IV,MUS
0,MUS339, Mat & Meth Instru Mus 512,MUS
0,MUS340, Mat & Meth Chor Grn Mus 512,MUS
0,MUS342, Mus in Elementary Classroom,MUS
0,MUS361, Music History Since 1900,MUS
0,MUS371, African Drum & Dance Ens,MUS
0,MUS376, Recital,MUS
0,MUS380, Applied Composition,MUS
0,MUS381, Saxophone,MUS
0,MUS382, Flute,MUS
0,MUS383, Oboe,MUS
0,MUS384, Clarinet,MUS
0,MUS385, Bassoon,MUS
0,MUS386, French Horn,MUS
0,MUS387, Trumpet,MUS
0,MUS388, Trombone,MUS
0,MUS389, Euphonium,MUS
0,MUS390, Tuba,MUS
0,MUS391, Violin,MUS
0,MUS392, Viola,MUS
0,MUS393, Cello,MUS
0,MUS394, String Bass,MUS
0,MUS395, Piano,MUS
0,MUS396, Voice,MUS
0,MUS397, Organ,MUS
0,MUS398, Percussion,MUS
0,MUS399, Guitar,MUS
0,MUS403, Choral Union,MUS
0,MUS404, University Chorus,MUS
0,MUS405, A Cappella Ensemble,MUS
0,MUS406, Opera Workshop,MUS
0,MUS407, Chamber Choir,MUS
0,MUS408, Orchestra,MUS
0,MUS415, Advanced Conducting,MUS
0,MUS427, Music Business II,MUS
0,MUS429, Vocal Pedagogy,MUS
0,MUS437, Brass Band of the TriState,MUS
0,MUS445, Piano Ensemble,MUS
0,MUS452, Cello Ensemble,MUS
0,MUS453, Guitar Ensemble,MUS
0,MUS455, String Ensemble,MUS
0,MUS456, Woodwind Ensemble,MUS
0,MUS457, Percussion Ensemble,MUS
0,MUS458, Brass Ensemble,MUS
0,MUS459, Jazz Ensemble,MUS
0,MUS460, Jazz Improv Ensemble,MUS
0,MUS465, Symphonic Band,MUS
0,MUS467, Wind Symphony,MUS
0,MUS468, Sixth Man Band,MUS
0,MUS476, Senior Recital,MUS
0,MUS486, Independent Study,MUS
0,MUS488, Independent Study,MUS
0,MUS497, Capstone Project in Music,MUS
0,NRE111, Living Systems,NRE
0,NRE111L, Living Systems Lab,NRE
0,NRE212, Energy,NRE
0,NRE220, Human Dimensions Nat Res (CT),NRE
0,NRE320, Nature Enviro Problems,NRE
0,NRE321, Resol Environ Problems,NRE
0,NRE322, Assess I: Terrestrial Systems,NRE
0,NRE400, Soil Fertility/Plant Nutrition,NRE
0,NRE423, GIS and Data Systems,NRE
0,NRE470, ES Internship,NRE
0,NRE480, SpTp: Adv Aquatic Inverts,NRE
0,NRE481, SpTp: Hospitality and Tourism,NRE
0,NRE482, SpTp:Mgmt of Serv Organization,NRE
0,NRE483, SpTp: Resort Management,NRE
0,NRE485, Independent Study,NRE
0,NRE490, ES/NRRM Capstone Prep,NRE
0,NRE491, ES Senior Capstone,NRE
0,NRRM200, Analytical Methods: Statistics,NRRM
0,NRRM301, Intro to Outdoor Recreation,NRRM
0,NRRM380, Rec Resource Oper and Admin,NRRM
0,NRRM411, Rec Resource Planning & Design,NRRM
0,NUR120, Introduction to Nursing,NUR
0,NUR220, Health Alterations I,NUR
0,NUR222, Found of Prof Nursing II,NUR
0,NUR225, Psychiatric Nursing,NUR
0,NUR230, Health Alterations II,NUR
0,NUR235, MaternalChild Nursing,NUR
0,NUR241, Health Alterations III,NUR
0,NUR300, Transition to Nursing Practice,NUR
0,NUR305, Concepts in Prof Nursing,NUR
0,NUR314, Fundamentals of Nursing Care,NUR
0,NUR318, Family and Chronic Illness,NUR
0,NUR319, Phys Assess Across Lifespan,NUR
0,NUR321, Care of Childbearing Families,NUR
0,NUR322, Psych / Mental Health Nursing,NUR
0,NUR328, Adult Nursing II,NUR
0,NUR333, Health Physical Assessment,NUR
0,NUR350, Pharmacology for Nurses,NUR
0,NUR400, Transcultural Nursing,NUR
0,NUR408, Pediatric Nursing,NUR
0,NUR410, Community Nursing for RN,NUR
0,NUR416, Intro Research EBP,NUR
0,NUR418, Contemporary Nursing,NUR
0,NUR421, Community / Public Health Nurs,NUR
0,NUR422, Nursing Capstone Practicum,NUR
0,NUR425, NCLEX Success,NUR
0,NUR427, Prof Engagement Nursing,NUR
0,NUR485, Independent Study,NUR
0,PEL113, Basketball,PEL
0,PEL120, Self Defense,PEL
0,PEL132, Beginning Volleyball,PEL
0,PEL140, Beginning Tennis,PEL
0,PEL142, Beginning Badminton,PEL
0,PEL147, Beginning Soccer,PEL
0,PEL170, Beginning Racquetball,PEL
0,PEL173, Rock Climbing,PEL
0,PEL175, Core Conditioning,PEL
0,PEL180, Yoga,PEL
0,PEL252, Touch Football,PEL
0,PEL280, SpTp: Disc Golf,PEL
0,PEL281, SpTp: Stretch & Strength,PEL
0,PEL282, SpTp: Pickleball,PEL
0,PEL283, SpTp: Strength Training,PEL
0,PEL290, Intermediate Yoga,PEL
0,PEL405, Lifeguarding,PEL
0,PH101, Intro to Public Health,PH
0,PH105, Intro to Epidemiology,PH
0,PH220, Social & Behavioral Health,PH
0,PH260, Community Health & Devpt,PH
0,PH475, Comm/Non Comm Disease,PH
0,PHL200, Intro Phil Ancient Period (CT),PHL
0,PHL201, Intro Phil Modern Period (CT),PHL
0,PHL202, Ethics of Health Care (CT),PHL
0,PHL203, Philosophy & Human Exist (CT),PHL
0,PHL280, SpTp: AI and Ethics,PHL
0,PHL321, Current Phil Trends,PHL
0,PHL330, Philosophy of Sex,PHL
0,PHL460, Phil of Politics & Power,PHL
0,PHL488, Independent Study,PHL
0,PHY101, Conceptual Physics,PHY
0,PHY101L, Conceptual Physics Lab,PHY
0,PHY201, College Physics I,PHY
0,PHY202, General Physics I Laboratory,PHY
0,PHY203, College Physics II,PHY
0,PHY204, General Physics 2 Laboratory,PHY
0,PHY211, University Physics I,PHY
0,PHY213, University Physics II,PHY
0,PHY263, Enhancement for Physics II,PHY
0,PHY304, Optics,PHY
0,PHY320, Intro Modern Physics,PHY
0,PHY405, Optics Lab,PHY
0,PHY421, Modern Physics Lab,PHY
0,PHY486, Independent Study,PHY
0,PHY492, Capstone,PHY
0,PS101, Introductory Astronomy (CT),PS
0,PS486, Independent Study,PS
0,PSC104, American Government (CT),PSC
0,PSC201," Politics, Media, and Culture",PSC
0,PSC202, State and Local Government,PSC
0,PSC207, Comparative Politics (CT),PSC
0,PSC302, Models of Public Policy,PSC
0,PSC312, Research in Political Science,PSC
0,PSC410, Russian Politics,PSC
0,PSC427, Shapers and Definers,PSC
0,PSC431, Global Terrorism,PSC
0,PSC440, Power in American Society,PSC
0,PSC442, Politics of Poverty,PSC
0,PSC450, Administrative Law,PSC
0,PSC453, Public Finance Management,PSC
0,PSC461, American Cities,PSC
0,PSC481," SpTp:Undrstnd Civil Lib, Right",PSC
0,PSC483, SpTp: State Practicum,PSC
0,PSC489, Seminar in Public Service,PSC
0,PSC490, Public Service Internship,PSC
0,PSY100, Psychology as a Major,PSY
0,PSY201, Introductory Psychology (CT),PSY
0,PSY223, Elem Behavioral Stat,PSY
0,PSY250, Psychology of Pop Culture,PSY
0,PSY300, Paranormal Phenomena,PSY
0,PSY302, Social Psychology,PSY
0,PSY311, Child Development,PSY
0,PSY312, Adult Development,PSY
0,PSY323, Experimental Psychology,PSY
0,PSY324, Sensation & Perception,PSY
0,PSY330, Human Sexual Behavior,PSY
0,PSY360, Personality,PSY
0,PSY405, Sport Psychology,PSY
0,PSY406, Psychometrics,PSY
0,PSY408, Abnormal Psychology,PSY
0,PSY416, Psychology of Learning,PSY
0,PSY420, Intro to IO Psychology,PSY
0,PSY425, Psychology of Cinema Symbolism,PSY
0,PSY430, Psychology of Women and Gender,PSY
0,PSY440, Physiological Psychology,PSY
0,PSY456, Research in Psychology,PSY
0,PSY457, Research in Psychology,PSY
0,PSY460, History & Systems,PSY
0,PSY480, SpTp:Self Lead & Persnl Grwth,PSY
0,PSY481, SpTp: Interpersonal Dynamics,PSY
0,PSY482, SpTp:Psychology of Mindfulness,PSY
0,PSY483," SpTp: Psychology, Social Media",PSY
0,PSY485, Independent Study,PSY
0,PSY487, Independent Study,PSY
0,PSY490, Intro to Teaching in Psych,PSY
0,PSY499," Cap: Community PsychologyPR: PSY223 Minimum Grade D , and PSY323 Minimum Grade D",PSY
0,PSY499," Cap: Evolutionary PsychologyPR: PSY223 Minimum Grade D , and PSY323 Minimum Grade D",PSY
0,PSY499," Cap: Clinical PracticumPR: PSY223 Minimum Grade D , and PSY323 Minimum Grade D",PSY
0,RSP201, Pulmonary Pathophys,RSP
0,RSP203, Respiratory Internship I,RSP
0,RSP206, Neonatal/Pediatric Care,RSP
0,RSP210, Respiratory Internship III,RSP
0,RSP212, Acute/Chronic Pulmonary Mgt,RSP
0,RSP303, Clinical Respiratory Education,RSP
0,RSP304, Adv Neonatal & Pediatrics,RSP
0,RSP307, Adv Tech Adult Critical Care,RSP
0,RSP308, Resp Mgt & Quality Improvement,RSP
0,RSP314, Adv Mechanical Ventilation,RSP
0,RSP401, Intro to Sleep Disorders,RSP
0,RSP402, Respiratory MGT,RSP
0,RSP403, Respiratory Care Research,RSP
0,RSP404, Adv Respiratory Care Practicum,RSP
0,RSP407, Clinical Decision Making,RSP
0,RSP420, Capstone in Respiratory Care,RSP
0,RSP485, Independent Study,RSP
0,RSP486, Independent Study,RSP
0,RSP487, Independent Study,RSP
0,RSP488, Independent Study,RSP
0,RST205, Religious Trads of West,RST
0,RST206, Religious Traditions Asia,RST
0,RST225, Lit of New Testament,RST
0,RST300, The Nature of Religion,RST
0,RST304, The Teachings of Jesus,RST
0,RST311, Jewish Holocaust,RST
0,RST351, Classics of Rel Lit,RST
0,RST360, Hindu Mysticism,RST
0,RST361, Buddhism,RST
0,RST480, SpTp: Islam,RST
0,RST485, Independent Study,RST
0,RST490," Sen Sem: GoddessesPR: ENG102 , or ENG302 , or ENG201H , or YGS162 , or IST201 , or CL231 , or CL232 , or CL233 , or CL319 , or PHL200 , or PHL201 , or PHL303 , or PHL321 , or PHL340 , or PHL353 , or RST205 , or RST206 , or RST300 , or RST304 , or RST320 , or RST325",RST
0,SCLA101, Transformative Texts CMM (CT),SCLA
0,SCLA102, Transformative Texts ENG,SCLA
0,SFT235, Intro to Occup Safety (CT),SFT
0,SFT372, Safety & Industrial Tech,SFT
0,SFT373, Prin Ergonomics & Hum Factors,SFT
0,SFT373L, Prin of Ergonomics Lab,SFT
0,SFT465, Incident Investigation and PSM,SFT
0,SFT482, SpTp: Intro to Prof Safety,SFT
0,SFT483, SpTp: Safety Leadership,SFT
0,SFT490, Safety Internship,SFT
0,SFT498, Envir Safety & Health Legis,SFT
0,SFT499, Dev & Mgt of Occup Safety Prog,SFT
0,SOC200, Understanding Society (CT),SOC
0,SOC280, SpTp: Success Strategies,SOC
0,SOC345, Social Statistics,SOC
0,SOC362," Health, Culture and Society",SOC
0,SOC470, Field Experience,SOC
0,SOC480, SpTp: Food & Climate Nexus,SOC
0,SOC481, SpTp: Consumerism in Society,SOC
0,SOC482, SpTp:Mgt Problems in Family,SOC
0,SOC483, SpTp: Human Diversity,SOC
0,SOC493, Senior Seminar II,SOC
0,SPN101, Introductory Spanish,SPN
0,SPN102, Introductory Spanish II,SPN
0,SPN203, Intermediate Spanish III,SPN
0,SPN204, Intermediate Spanish IV,SPN
0,SPN240, Hispanic Culture (CT),SPN
0,SPN335, Latin Am Culture & Civiliza,SPN
0,SPN416, Contemporary Spanish Lit,SPN
0,STA150, Foundations of Statistics (CT),STA
0,STA150B, Foundations of StatsExpd (CT),STA
0,STA150L, Foundations of Statistics Lab,STA
0,STA225, Introductory Statistics (CT),STA
0,STA345, Applied Prob and Stat,STA
0,STA413, Experimental Designs,STA
0,STA420, Nonparametric Statistics,STA
0,STA435, Statistical Data Mining,STA
0,STA446, Probability & Statistics II,STA
0,STA485, Independent Study,STA
0,STHM218, Sports in Society (CT),STHM
0,STHM250, Sport Management (CT),STHM
0,STHM270, Sport Tourism,STHM
0,STHM320, Sports & Campus Rec Mgmt,STHM
0,STHM380, Sport Marketing,STHM
0,STHM381, Financing Sports,STHM
0,STHM390, Sport MGT PreInternship,STHM
0,STHM401, Ethics in Sport,STHM
0,STHM416, Facility Design & Management,STHM
0,STHM430, Sport Law,STHM
0,STHM475, Capstone Seminar,STHM
0,STHM485, Independent Study,STHM
0,STHM490, Internship,STHM
0,STHM496, Olympic Games,STHM
0,SWK203, Intro To Social Work,SWK
0,SWK307, Child Welfare,SWK
0,SWK310, Human Behav Soc Envir I,SWK
0,SWK312, Hum Behav Soc Envir,SWK
0,SWK317, Family Victimology,SWK
0,SWK320, Social Work Practice I,SWK
0,SWK322, Social Work Practice II,SWK
0,SWK330, Soc Wel Issues in Appalachia,SWK
0,SWK332, Soc Wel Policy & Legislation,SWK
0,SWK340, Social Work Research,SWK
0,SWK370, Practicum I,SWK
0,SWK475, Social Work Seminar,SWK
0,SWK480, SpTp:SWK in Healthcare Setting,SWK
0,SWK481, SpTp:Psychopharm & Doc,SWK
0,THE112, Theatre Appreciation,THE
0,THE220, Stage Movement I: Foundations,THE
0,THE230, Auditioning Techniques,THE
0,THE240, Stage Lighting I,THE
0,THE245, Intro to Technical Theatre,THE
0,THE250, Introduction to Costuming,THE
0,THE270, Theatre Practicum,THE
0,THE320, Acting II: Scene Study,THE
0,THE354, Stage Makeup,THE
0,THE361, Scene Painting,THE
0,THE437, Directing I,THE
0,THE441, Theatre Hist Since 1660,THE
0,THE480, SpTp: Radium Girls,THE
0,THE486, Independent Study,THE
0,THE487, Independent Study,THE
0,THE488, Independent Study,THE
0,THE490, Professional Theatre Residency,THE
0,THE499, Senior Capstone Project,THE
0,UNI100, Freshman First Class,UNI
0,UNI102, Strat for Academic Success,UNI
0,UNI103, Career Planning Undecided,UNI
0,UNI104, Adv Strat for Acad Success,UNI
0,UNI204, Strategy Successful Career Dev,UNI
0,UNI280, SpTp: Innovating for Success,UNI
0,UNI281, SpTp: Herd Academy Internship,UNI
0,UNI301, Peer Leadership I,UNI
0,UNI450, Advanced WorkBased Experience,UNI
0,WELL305, HE & PE in Early Child Prog,WELL
0,WELL426, Curriculum in Health Ed,WELL
0,WELL435, Adapted PE & Mainstream,WELL
0,WS101, Intro to Women's Studies,WS
